#sentence	#label
When her husband was president, she created the role of First Lady, using her social talents to advance his program.	0
There is a difference in the structure of the voice box or the larynx, because of which the cougars can't roar.	1
Niagara Falls could fill 4,000 bathtubs every second	1
Aaron Paul almost got kicked out of a Radiohead concert for standing up and dancing in a sitting row.	1
The name Chiluque is probably a loanword.	0
The Register of the Victoria Cross (1981, 1988 and 1997)	0
Education can be both free and paid.	0
When he was 16 he was taken ill again and contracted the tuberculosis which would later claim his life.	0
By July 4, 1934, Washington's face had been completed and was dedicated.	0
On 26 February 1462 Oxford was beheaded on Tower Hill, and buried in the church of the Austin Friars in London.	0
If you are a resident of France (holder of a carte de séjour or carte de residence), you may drive in France with a valid US state driver's license for a one-year recognition period, beginning on the date of validity of the first carte de séjour (exception for students who are allowed to use their driver's license for the duration of their studies).	0
Towards the end of the Baroque era, George Frideric Handel composed the first organ concertos.	0
He also appeared at the San Francisco Opera and the Dallas Opera.	0
This line-up released the Cannibal Holocaust EP in 2001 before splitting up leaving Killjoy and Frediablo as the only members for a short time.	0
Being able to instantly respond with sarcasm within seconds of a stupid question is a sign of a healthy brain.	1
The community of Huntington, WV holds an annual ramp festival referred to as Stink Fest.	0
Correlations between orders found in different syntactic sub-domains are also of interest.	0
For a finale, he closed the portfolio one last time and produced his young son from it.	0
Torre de Arcas ( ) or Torredarques ( , ) is a municipality located in the Matarraña/Matarranya comarca, province of Teruel, Aragon, Spain.	0
E. Michael Jones, for example, argues in his Degenerate Moderns that Stanley Fish was influenced by his adulterous affairs to reject classic literature that condemned adultery.	0
On 28 December 1480 the Cardinal returned to Rome from his mission and was re-appointed as the Papal legate a latere to Bologna on 15 December 1482.	0
The Group Stage was played in 6 rounds during August–October 2010.	0
Pope Paul I died on 28th June 767 at the age of 67.	1
In 1893, Schmidt left Taganrog and enrolled again the Imperial Russian Navy.	0
or concentrate the effects of salts, metal oxides and other materials on the surface of their ware.	0
3rd Party released a version in 1998 on the soundtrack to the SNL spinoff Night at the Roxbury.	0
Reviews of the trilogy as a whole have received a mixed reaction.	0
Soldiers who are left-handed prepare and throw grenades upside down because of how the safety pin is placed!	1
Henri Barbusse, French writer, and honorary president of the first congress of the Sennacieca Asocio Tutmonda	0
CountryTV network(s)Series premiereWeekly schedule (local time)	0
The moon orbits the Earth every 27.32 days	1
The racial make up of Markham is; East Asian (39.7%), White (27.5%), South Asian (19.1%), Southeast Asian (3.9%), Black (3.2%), West Asian & Arab (3.2%), Latin American (0.5%), Aboriginal (0.2%), and 1.9% of the population is multiracial while the rest of the population (0.7%) is of another group.	0
Hilmar Hlíðberg Gunnarsson - Þorsteinn Eggertsson	0
Route 447 provides a link to Mullingar via Crookedwood on Thursdays only.	0
Coffi Codjia (born December 9, 1967) is a Beninese football referee.	0
On May 24, 2010, Match.com became the exclusive provider of online dating service for Yahoo!	0
It is a concerto for guitar and orchestra.	0
This line passed along the Montmorency Valley (Ermont-Eaubonne), and headed towards the Northeast at Saint-Ouen-l&apos;Aumône, continuing through the Oise valley.	0
Pope Innocent III (ruled 1198–1216) declared Philip Augustus's marriage to Agnes of Merania null and void, as he was still married to Isambour.	0
The novel is a fix-up created from three previously published short stories about the Weapon Shops and Isher civilization:	0
It was redesigned as sleeker, red-and-golden armor in issue #48 (Dec. 1963) by that issue's interior artist, Steve Ditko, although Kirby drew it on the cover.	0
McClellan moved up in weight to challenge WBC super-middleweight champion Nigel Benn in London on February 25, 1995.	0
She was a student at the Berklee College of Music during 2009 and 2010 and landed in the finals of the songwriting competition.	1
In August 2011 it was announced that he would co-star in Ira Sachs' film Keep the Lights On, which premiered at the Sundance Film Festival in January 2012.	0
In addition to these dishes, goat meat is often eaten as part of momos, thukpa, chow mein and other dishes in various parts of the country.	0
Drafted fourth overall by the Baltimore Orioles in the 2008 Major League Baseball Draft.	0
The Bank of England has an inflation calculator that goes all the way to 1209.	1
Rudolph isn’t as historic as we believe; it was actually created in 1938 by a US marketing company.	1
Half of the U.S. Army Air Force's casualties in World War II were suffered by Eighth Air Force (more than 47,000 casualties, with more than 26,000 dead).	0
It was previously a region (mintaqah).	0
Generally, white gold is coated with a very thin layer of rhodium to give it greater depth of color and shine.	0
Mon royaume pour une femme (1974)	0
Third, if you do accidentally stick yourself, report the injury immediately.	0
The Hollywood movie Gravity was more expensive than India’s Mars Orbiter Mission!	1
Women make up 49% of the worlds population	1
He was not reelected until 1834.	0
Aircrew cadets graduate as sergeant aircrew, not officers; this status is denoted by a red band on the white background and the RAF airman's cap badge with a white patch behind.	0
With the help of friends he managed to procure paper and pencils to depict scenes from the camps, saving the materials by keeping them close to his body while being moved from camp to camp, until he got to Bergen-Belsen, his last stop, where he was liberated by the Allies.	0
They can be composite applications that include non-Uniface components created using other development tools, and they can be deployed in distributed client/server and web environments, as mobile applications or web services, and in mainframe environments.	0
As Jupiter is the Roman equivalent of Thor, the Latin name for Thursday was “lovis Dies,” meaning “Jupiter’s Day.”	1
In 2013 Adie was also awarded an Honorary Doctorate of Letters from Plymouth University	0
The northern boundary of its occurrence commenced on the coast of the Sea of Japan at 44°N and ran south at a distance of 15–30 km (9.3–18.6 mi) from the coast to 43°10'N.	0
Liam does not like a girl to make the first move.	1
A new-born koala usually stays inside the mother’s pouch for about six months.	1
‘The Return of the King‘ broke the record for the film with the highest amount of people featured in it.	1
A three-day long "literary and scientific convention" held in City Hall in 1830 and attended by over 100 delegates debated the terms of a plan for a new university.	0
Some deposit their eggs inside the pitcher (with the larvae feeding on the pitcher's prey) and help the plants reproduce by transporting pollen from plant to plant.	0
On his return to France in 1440, Charles married Marie of Cleves in Saint-Omer (daughter of Adolph I, Duke of Cleves) and had three children:	0
The Sibelius Academy ( , ) is part of the University of the Arts Helsinki and a university-level music school which operates in Helsinki and Kuopio, Finland.	0
